"Timestamp","Vilken.åldersgrupp.tillhör.du.","Är.du.prenumerant.hos.DN.","Hur.troligt.är.det.att.du.tecknar.paketet.","Hur.troligt.är.det.att.du.tecknar.paketet..1","Hur.troligt.är.det.att.du.tecknar.paketet..2","Hur.troligt.är.det.att.du.tecknar.paketet..3","Hur.troligt.är.det.att.du.tecknar.paketet..4","Hur.troligt.är.det.att.du.tecknar.paketet..5","Hur.troligt.är.det.att.du.tecknar.paketet..6","Hur.troligt.är.det.att.du.tecknar.paketet..7"
"2021/03/22 12:46:57 pm CET","40-65 år","Ja (papperstidning)",2,3,2,4,1,2,3,2
"2021/03/22 12:47:07 pm CET","40-65 år","Ja (enbart digitalt)",3,4,1,4,1,1,1,1
"2021/03/22 12:47:37 pm CET","Över 65 år","Ja (enbart digitalt)",2,5,4,5,2,2,2,2
"2021/03/22 12:48:26 pm CET","40-65 år","Ja (enbart digitalt)",1,5,1,5,1,1,1,1
"2021/03/22 12:48:49 pm CET","Över 65 år","Ja (enbart digitalt)",2,4,2,4,1,2,2,2
"2021/03/22 12:48:49 pm CET","Över 65 år","Ja (enbart digitalt)",3,3,2,3,1,1,2,1
"2021/03/22 12:49:29 pm CET","Över 65 år","Ja (enbart digitalt)",1,5,3,5,1,1,3,1
"2021/03/22 12:49:33 pm CET","40-65 år","Nej, men har varit förut",1,1,1,1,1,1,1,1
"2021/03/22 12:49:41 pm CET","Över 65 år","Ja (enbart digitalt)",1,3,1,4,1,1,1,1
"2021/03/22 12:49:41 pm CET","40-65 år","Ja (enbart digitalt)",4,2,2,2,2,3,2,3
"2021/03/22 12:50:00 pm CET","40-65 år","Ja (enbart digitalt)",1,3,1,3,1,1,2,1
"2021/03/22 12:50:07 pm CET","40-65 år","Ja (enbart digitalt)",1,2,1,2,1,1,1,1
"2021/03/22 12:50:58 pm CET","40-65 år","Ja (papperstidning)",1,5,1,5,1,1,3,1
"2021/03/22 12:51:02 pm CET","40-65 år","Ja (papperstidning)",2,5,4,5,1,1,2,2
"2021/03/22 12:51:31 pm CET","Under 30 år","Ja (enbart digitalt)",3,5,3,4,2,3,2,3
"2021/03/22 12:52:02 pm CET","40-65 år","Ja (enbart digitalt)",2,5,2,5,1,3,2,4
"2021/03/22 12:52:50 pm CET","30-39 år","Ja (enbart digitalt)",1,4,2,2,1,1,1,1
"2021/03/22 12:54:08 pm CET","40-65 år","Ja (enbart digitalt)",3,5,2,5,1,1,3,2
"2021/03/22 12:54:22 pm CET","Över 65 år","Ja (papperstidning)",3,3,3,3,2,2,3,3
"2021/03/22 12:55:23 pm CET","Över 65 år","Ja (enbart digitalt)",1,5,2,5,1,1,3,1
"2021/03/22 12:56:04 pm CET","40-65 år","Ja (enbart digitalt)",2,3,2,4,1,1,2,2
"2021/03/22 12:56:26 pm CET","Över 65 år","Ja (enbart digitalt)",3,5,4,5,2,3,4,2
"2021/03/22 12:57:39 pm CET","40-65 år","Ja (enbart digitalt)",1,5,1,3,1,1,1,1
"2021/03/22 12:58:09 pm CET","40-65 år","Ja (enbart digitalt)",2,5,2,5,1,2,1,1
"2021/03/22 12:58:40 pm CET","Över 65 år","Ja (enbart digitalt)",1,5,1,5,1,1,1,1
"2021/03/22 12:58:47 pm CET","40-65 år","Ja (enbart digitalt)",3,5,2,5,1,3,2,3
"2021/03/22 1:00:11 pm CET","Under 30 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 1:01:15 pm CET","Över 65 år","Ja (enbart digitalt)",2,5,1,2,1,1,1,1
"2021/03/22 1:01:17 pm CET","Över 65 år","Ja (enbart digitalt)",3,5,1,5,1,1,1,3
"2021/03/22 1:01:29 pm CET","40-65 år","Ja (enbart digitalt)",2,4,2,4,1,1,2,1
"2021/03/22 1:01:57 pm CET","Över 65 år","Ja (enbart digitalt)",2,4,3,4,1,1,3,2
"2021/03/22 1:03:02 pm CET","40-65 år","Ja (papperstidning)",3,3,1,5,1,1,2,3
"2021/03/22 1:03:57 pm CET","30-39 år","Ja (enbart digitalt)",1,5,3,5,1,1,3,1
"2021/03/22 1:04:41 pm CET","Över 65 år","Ja (papperstidning)",3,4,3,5,2,3,3,2
"2021/03/22 1:06:02 pm CET","40-65 år","Ja (papperstidning)",4,1,1,1,1,2,1,5
"2021/03/22 1:06:17 pm CET","Över 65 år","Nej, men har varit förut",1,4,1,3,1,1,1,1
"2021/03/22 1:07:12 pm CET","40-65 år","Ja (papperstidning)",3,4,1,5,1,2,1,3
"2021/03/22 1:08:14 pm CET","40-65 år","Ja (enbart digitalt)",2,4,2,3,1,1,2,1
"2021/03/22 1:09:08 pm CET","40-65 år","Ja (enbart digitalt)",2,5,3,5,2,2,3,2
"2021/03/22 1:11:01 pm CET","40-65 år","Ja (enbart digitalt)",1,5,1,4,1,1,1,1
"2021/03/22 1:12:57 pm CET","40-65 år","Ja (enbart digitalt)",1,3,1,1,1,1,1,1
"2021/03/22 1:14:03 pm CET","Över 65 år","Ja (enbart digitalt)",1,2,1,2,1,1,1,1
"2021/03/22 1:14:11 pm CET","40-65 år","Ja (enbart digitalt)",1,4,1,4,1,1,1,1
"2021/03/22 1:14:13 pm CET","30-39 år","Ja (enbart digitalt)",3,5,2,5,2,2,2,2
"2021/03/22 1:16:08 pm CET","30-39 år","Nej, men har varit förut",1,1,1,1,1,1,1,1
"2021/03/22 1:17:22 pm CET","Över 65 år","Ja (enbart digitalt)",1,5,1,1,1,1,2,1
"2021/03/22 1:18:04 pm CET","40-65 år","Ja (papperstidning)",3,3,3,3,3,3,3,3
"2021/03/22 1:18:37 pm CET","40-65 år","Ja (enbart digitalt)",2,4,3,5,2,2,3,2
"2021/03/22 1:19:11 pm CET","40-65 år","Ja (enbart digitalt)",3,5,2,5,1,2,1,4
"2021/03/22 1:19:16 pm CET","40-65 år","Ja (enbart digitalt)",1,3,1,3,1,1,1,1
"2021/03/22 1:19:32 pm CET","Över 65 år","Ja (papperstidning)",2,1,1,2,1,2,2,2
"2021/03/22 1:19:46 pm CET","40-65 år","Nej, men har varit förut",2,3,2,2,2,2,2,2
"2021/03/22 1:20:01 pm CET","Över 65 år","Ja (enbart digitalt)",1,4,1,4,1,1,1,1
"2021/03/22 1:20:24 pm CET","30-39 år","Ja (enbart digitalt)",1,2,2,4,1,1,3,1
"2021/03/22 1:22:39 pm CET","Över 65 år","Ja (enbart digitalt)",1,3,1,1,1,1,1,1
"2021/03/22 1:22:45 pm CET","40-65 år","Ja (enbart digitalt)",1,4,2,2,1,1,1,1
"2021/03/22 1:23:53 pm CET","40-65 år","Ja (papperstidning)",5,4,2,5,1,1,3,5
"2021/03/22 1:23:54 pm CET","Över 65 år","Ja (enbart digitalt)",3,3,1,5,1,1,1,1
"2021/03/22 1:24:09 pm CET","40-65 år","Ja (enbart digitalt)",1,3,1,3,1,1,1,1
"2021/03/22 1:25:33 pm CET","Över 65 år","Ja (papperstidning)",2,2,1,1,1,1,2,2
"2021/03/22 1:25:36 pm CET","40-65 år","Ja (enbart digitalt)",2,5,3,4,2,2,3,2
"2021/03/22 1:27:11 pm CET","40-65 år","Ja (enbart digitalt)",1,3,1,1,1,1,1,1
"2021/03/22 1:27:21 pm CET","Över 65 år","Ja (enbart digitalt)",3,5,1,3,1,1,1,2
"2021/03/22 1:28:16 pm CET","40-65 år","Ja (enbart digitalt)",1,4,1,3,1,1,1,1
"2021/03/22 1:29:12 pm CET","Över 65 år","Ja (enbart digitalt)",1,5,1,5,1,1,1,1
"2021/03/22 1:29:24 pm CET","40-65 år","Ja (enbart digitalt)",3,5,2,5,1,2,3,3
"2021/03/22 1:29:55 pm CET","40-65 år","Nej, men har varit förut",1,5,1,3,1,1,1,1
"2021/03/22 1:31:00 pm CET","40-65 år","Ja (papperstidning)",2,5,3,5,1,1,3,1
"2021/03/22 1:31:34 pm CET","Över 65 år","Ja (papperstidning)",2,2,2,2,2,2,2,2
"2021/03/22 1:31:36 pm CET","30-39 år","Ja (enbart digitalt)",3,5,4,5,2,2,4,2
"2021/03/22 1:31:57 pm CET","Över 65 år","Ja (enbart digitalt)",1,3,1,3,1,1,1,1
"2021/03/22 1:32:07 pm CET","40-65 år","Ja (papperstidning)",2,3,1,1,1,1,1,1
"2021/03/22 1:33:39 pm CET","40-65 år","Ja (enbart digitalt)",2,5,3,5,4,3,3,3
"2021/03/22 1:34:09 pm CET","Över 65 år","Ja (enbart digitalt)",1,3,1,1,1,1,1,1
"2021/03/22 1:34:31 pm CET","40-65 år","Ja (enbart digitalt)",2,4,1,4,1,1,1,1
"2021/03/22 1:35:17 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 1:35:49 pm CET","40-65 år","Ja (papperstidning)",3,3,1,4,1,1,2,2
"2021/03/22 1:35:50 pm CET","40-65 år","Ja (enbart digitalt)",1,2,1,3,1,2,2,3
"2021/03/22 1:36:20 pm CET","30-39 år","Ja (enbart digitalt)",2,2,1,2,2,2,2,2
"2021/03/22 1:36:37 pm CET","40-65 år","Ja (enbart digitalt)",1,3,3,5,5,4,4,2
"2021/03/22 1:37:07 pm CET","Över 65 år","Ja (enbart digitalt)",3,5,4,5,2,2,2,2
"2021/03/22 1:37:59 pm CET","40-65 år","Ja (enbart digitalt)",1,4,1,4,1,1,1,1
"2021/03/22 1:38:10 pm CET","30-39 år","Ja (enbart digitalt)",2,3,3,3,1,2,2,2
"2021/03/22 1:38:23 pm CET","40-65 år","Ja (papperstidning)",3,4,3,4,2,3,3,4
"2021/03/22 1:39:07 pm CET","Över 65 år","Ja (enbart digitalt)",2,5,3,5,1,2,2,1
"2021/03/22 1:40:12 pm CET","Över 65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 1:40:20 pm CET","30-39 år","Nej, men har varit förut",2,4,2,3,2,1,1,2
"2021/03/22 1:40:39 pm CET","Över 65 år","Ja (enbart digitalt)",2,4,2,4,1,1,2,2
"2021/03/22 1:41:04 pm CET","40-65 år","Ja (enbart digitalt)",1,4,3,5,1,1,3,1
"2021/03/22 1:42:22 pm CET","40-65 år","Ja (papperstidning)",2,1,1,5,2,1,1,2
"2021/03/22 1:42:35 pm CET","30-39 år","Ja (enbart digitalt)",3,5,3,4,2,3,3,3
"2021/03/22 1:43:42 pm CET","40-65 år","Ja (papperstidning)",1,5,1,5,1,2,2,4
"2021/03/22 1:45:59 pm CET","40-65 år","Ja (enbart digitalt)",1,4,1,4,1,1,1,1
"2021/03/22 1:46:16 pm CET","40-65 år","Ja (papperstidning)",3,5,3,4,1,2,3,2
"2021/03/22 1:46:45 pm CET","Över 65 år","Ja (enbart digitalt)",1,1,3,5,1,1,1,1
"2021/03/22 1:48:40 pm CET","40-65 år","Nej, men har varit förut",1,3,1,2,1,1,1,1
"2021/03/22 1:49:11 pm CET","40-65 år","Ja (enbart digitalt)",1,4,2,4,1,1,3,1
"2021/03/22 1:50:26 pm CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 1:51:41 pm CET","40-65 år","Ja (enbart digitalt)",1,2,1,1,1,1,1,1
"2021/03/22 1:52:43 pm CET","40-65 år","Ja (enbart digitalt)",1,3,1,3,1,1,1,1
"2021/03/22 1:52:55 pm CET","30-39 år","Ja (enbart digitalt)",2,5,1,5,1,1,1,2
"2021/03/22 1:53:14 pm CET","40-65 år","Ja (enbart digitalt)",3,2,3,5,2,1,4,2
"2021/03/22 1:57:07 pm CET","40-65 år","Ja (papperstidning)",3,4,4,3,3,3,3,3
"2021/03/22 1:57:33 pm CET","40-65 år","Ja (papperstidning)",2,5,4,4,1,2,3,3
"2021/03/22 1:57:46 pm CET","40-65 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 1:58:13 pm CET","Över 65 år","Ja (papperstidning)",3,2,2,1,1,2,1,1
"2021/03/22 1:59:25 pm CET","30-39 år","Ja (enbart digitalt)",1,4,1,3,1,1,1,1
"2021/03/22 1:59:28 pm CET","40-65 år","Ja (enbart digitalt)",1,4,2,4,1,1,1,2
"2021/03/22 1:59:43 pm CET","40-65 år","Ja (enbart digitalt)",2,4,2,4,1,1,2,1
"2021/03/22 2:00:44 pm CET","30-39 år","Ja (enbart digitalt)",1,2,1,2,1,1,1,1
"2021/03/22 2:01:47 pm CET","30-39 år","Ja (enbart digitalt)",1,3,1,3,1,1,1,1
"2021/03/22 2:04:59 pm CET","Över 65 år","Ja (enbart digitalt)",1,4,1,3,1,1,1,3
"2021/03/22 2:07:52 pm CET","Över 65 år","Ja (enbart digitalt)",1,5,1,5,1,1,1,1
"2021/03/22 2:07:58 pm CET","40-65 år","Ja (enbart digitalt)",3,4,2,5,1,1,3,4
"2021/03/22 2:07:59 pm CET","Under 30 år","Nej, men har varit förut",1,3,1,1,1,1,1,1
"2021/03/22 2:08:38 pm CET","40-65 år","Ja (enbart digitalt)",1,4,2,4,1,2,2,1
"2021/03/22 2:09:14 pm CET","Under 30 år","Nej och har aldrig varit",1,1,1,3,1,1,2,1
"2021/03/22 2:09:16 pm CET","40-65 år","Ja (enbart digitalt)",1,4,1,3,1,1,1,1
"2021/03/22 2:10:16 pm CET","30-39 år","Ja (enbart digitalt)",1,4,1,4,1,1,1,1
"2021/03/22 2:10:45 pm CET","40-65 år","Ja (enbart digitalt)",2,5,3,5,1,1,3,1
"2021/03/22 2:14:35 pm CET","Över 65 år","Ja (enbart digitalt)",4,2,2,5,3,3,3,4
"2021/03/22 2:14:43 pm CET","30-39 år","Ja (enbart digitalt)",1,1,1,5,1,1,1,1
"2021/03/22 2:15:17 pm CET","40-65 år","Ja (papperstidning)",3,5,4,5,3,3,4,3
"2021/03/22 2:17:35 pm CET","30-39 år","Ja (enbart digitalt)",1,4,1,5,1,1,1,1
"2021/03/22 2:17:47 pm CET","30-39 år","Ja (enbart digitalt)",1,5,1,4,1,1,1,1
"2021/03/22 2:19:31 pm CET","40-65 år","Ja (enbart digitalt)",1,5,1,4,1,1,2,1
"2021/03/22 2:22:26 pm CET","40-65 år","Ja (enbart digitalt)",2,4,2,5,2,2,2,1
"2021/03/22 2:22:33 pm CET","30-39 år","Ja (enbart digitalt)",2,4,3,4,1,3,3,2
"2021/03/22 2:24:18 pm CET","40-65 år","Ja (enbart digitalt)",3,5,1,5,1,2,2,2
"2021/03/22 2:25:19 pm CET","40-65 år","Ja (enbart digitalt)",1,5,3,4,1,1,2,1
"2021/03/22 2:25:52 pm CET","40-65 år","Ja (enbart digitalt)",1,4,1,4,1,2,1,3
"2021/03/22 2:26:28 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 2:27:35 pm CET","40-65 år","Ja (papperstidning)",4,4,2,4,2,1,2,3
"2021/03/22 2:28:18 pm CET","Över 65 år","Ja (enbart digitalt)",2,5,2,5,2,2,4,2
"2021/03/22 2:30:23 pm CET","Över 65 år","Nej, men har varit förut",1,1,1,1,1,1,1,1
"2021/03/22 2:32:02 pm CET","40-65 år","Ja (papperstidning)",2,4,2,4,1,1,1,1
"2021/03/22 2:32:43 pm CET","40-65 år","Ja (enbart digitalt)",2,5,4,5,3,1,4,1
"2021/03/22 2:33:08 pm CET","Över 65 år","Ja (enbart digitalt)",2,5,2,5,1,1,1,1
"2021/03/22 2:34:12 pm CET","40-65 år","Ja (enbart digitalt)",3,5,4,3,3,3,2,4
"2021/03/22 2:34:51 pm CET","40-65 år","Ja (enbart digitalt)",1,5,2,4,1,1,2,1
"2021/03/22 2:34:56 pm CET","Över 65 år","Ja (enbart digitalt)",3,3,3,5,2,5,3,4
"2021/03/22 2:35:09 pm CET","30-39 år","Ja (enbart digitalt)",1,3,2,3,1,1,2,1
"2021/03/22 2:35:29 pm CET","Över 65 år","Ja (enbart digitalt)",1,2,1,2,1,1,1,1
"2021/03/22 2:35:30 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 2:38:47 pm CET","40-65 år","Ja (enbart digitalt)",1,3,1,3,1,1,2,1
"2021/03/22 2:39:31 pm CET","30-39 år","Ja (enbart digitalt)",2,4,2,4,2,2,3,2
"2021/03/22 2:40:08 pm CET","40-65 år","Ja (enbart digitalt)",1,3,1,1,1,1,1,1
"2021/03/22 2:41:34 pm CET","40-65 år","Ja (enbart digitalt)",3,5,3,4,3,3,3,3
"2021/03/22 2:42:22 pm CET","Över 65 år","Ja (enbart digitalt)",2,3,1,3,1,1,1,1
"2021/03/22 2:42:56 pm CET","40-65 år","Ja (enbart digitalt)",1,3,1,3,1,1,1,1
"2021/03/22 2:44:48 pm CET","Över 65 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 2:45:20 pm CET","30-39 år","Ja (papperstidning)",2,4,2,3,1,2,2,2
"2021/03/22 2:45:32 pm CET","40-65 år","Nej och har aldrig varit",1,1,1,1,1,1,1,1
"2021/03/22 2:46:12 pm CET","Över 65 år","Ja (papperstidning)",2,2,2,2,2,2,2,2
"2021/03/22 2:46:25 pm CET","40-65 år","Ja (papperstidning)",3,3,3,3,3,3,3,3
"2021/03/22 2:46:33 pm CET","40-65 år","Ja (papperstidning)",3,4,3,3,2,2,2,3
"2021/03/22 2:46:40 pm CET","Över 65 år","Ja (papperstidning)",1,3,3,3,3,3,3,3
"2021/03/22 2:47:56 pm CET","Över 65 år","Ja (enbart digitalt)",1,5,1,5,1,1,1,1
"2021/03/22 2:48:37 pm CET","40-65 år","Ja (enbart digitalt)",1,5,1,3,1,1,1,1
"2021/03/22 2:48:57 pm CET","40-65 år","Ja (papperstidning)",2,4,2,4,1,2,2,2
"2021/03/22 2:49:03 pm CET","40-65 år","Ja (enbart digitalt)",1,3,1,3,1,1,1,1
"2021/03/22 2:49:59 pm CET","Över 65 år","Ja (enbart digitalt)",1,5,1,5,1,1,1,1
"2021/03/22 2:50:35 pm CET","40-65 år","Ja (enbart digitalt)",3,5,3,1,1,1,3,2
"2021/03/22 2:50:48 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 2:52:34 pm CET","Över 65 år","Ja (enbart digitalt)",1,4,1,4,1,1,1,1
"2021/03/22 2:52:42 pm CET","Över 65 år","Nej, men har varit förut",1,5,1,1,1,1,1,1
"2021/03/22 2:53:23 pm CET","Över 65 år","Ja (enbart digitalt)",2,3,2,5,1,1,1,1
"2021/03/22 2:56:01 pm CET","40-65 år","Ja (enbart digitalt)",2,3,2,2,2,2,2,2
"2021/03/22 2:58:51 pm CET","40-65 år","Ja (enbart digitalt)",4,1,3,5,2,3,1,3
"2021/03/22 3:00:05 pm CET","30-39 år","Ja (enbart digitalt)",1,4,2,4,1,1,2,1
"2021/03/22 3:01:50 pm CET","Över 65 år","Ja (papperstidning)",3,3,3,3,3,4,3,3
"2021/03/22 3:02:04 pm CET","40-65 år","Nej, men har varit förut",2,3,2,3,1,3,2,3
"2021/03/22 3:02:12 pm CET","40-65 år","Nej och har aldrig varit",2,3,3,3,2,2,2,2
"2021/03/22 3:03:08 pm CET","40-65 år","Nej, men har varit förut",1,1,1,1,1,1,1,1
"2021/03/22 3:03:12 pm CET","Över 65 år","Ja (papperstidning)",3,2,2,2,2,2,2,2
"2021/03/22 3:05:11 pm CET","Över 65 år","Ja (enbart digitalt)",3,5,3,5,1,3,3,3
"2021/03/22 3:08:04 pm CET","Över 65 år","Ja (enbart digitalt)",3,3,4,3,2,2,2,3
"2021/03/22 3:08:29 pm CET","Över 65 år","Ja (enbart digitalt)",1,5,1,5,1,1,1,1
"2021/03/22 3:11:16 pm CET","40-65 år","Ja (papperstidning)",3,3,3,3,3,3,3,3
"2021/03/22 3:11:56 pm CET","Över 65 år","Ja (enbart digitalt)",1,5,1,4,1,1,1,1
"2021/03/22 3:12:37 pm CET","40-65 år","Ja (enbart digitalt)",2,4,2,5,2,2,3,2
"2021/03/22 3:13:56 pm CET","40-65 år","Ja (enbart digitalt)",3,2,3,5,1,2,2,2
"2021/03/22 3:15:06 pm CET","Över 65 år","Ja (enbart digitalt)",1,3,1,2,1,1,1,1
"2021/03/22 3:15:19 pm CET","30-39 år","Ja (papperstidning)",2,3,2,4,2,2,2,2
"2021/03/22 3:15:47 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,3,1,1,1,1
"2021/03/22 3:17:46 pm CET","40-65 år","Ja (enbart digitalt)",2,4,2,4,1,2,2,3
"2021/03/22 3:17:51 pm CET","Över 65 år","Ja (papperstidning)",2,4,1,4,1,2,3,2
"2021/03/22 3:17:58 pm CET","Över 65 år","Ja (enbart digitalt)",3,4,2,4,3,3,3,2
"2021/03/22 3:19:10 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 3:20:31 pm CET","30-39 år","Ja (papperstidning)",3,5,4,5,1,2,2,4
"2021/03/22 3:20:36 pm CET","40-65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 3:20:41 pm CET","Över 65 år","Ja (papperstidning)",2,4,2,4,1,2,1,4
"2021/03/22 3:21:51 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 3:22:40 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 3:23:16 pm CET","40-65 år","Ja (enbart digitalt)",2,4,2,4,1,1,1,1
"2021/03/22 3:24:11 pm CET","40-65 år","Nej, men har varit förut",1,1,1,1,1,1,1,1
"2021/03/22 3:26:01 pm CET","40-65 år","Ja (papperstidning)",4,5,3,4,1,3,3,2
"2021/03/22 3:26:16 pm CET","40-65 år","Ja (enbart digitalt)",2,5,3,3,2,2,2,2
"2021/03/22 3:26:33 pm CET","40-65 år","Ja (papperstidning)",1,4,1,4,1,1,1,1
"2021/03/22 3:28:05 pm CET","Över 65 år","Ja (enbart digitalt)",2,3,1,1,2,1,2,1
"2021/03/22 3:28:26 pm CET","40-65 år","Ja (enbart digitalt)",1,4,1,4,1,1,1,1
"2021/03/22 3:28:52 pm CET","40-65 år","Ja (enbart digitalt)",2,4,1,2,1,1,1,3
"2021/03/22 3:29:12 pm CET","Över 65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 3:29:25 pm CET","Över 65 år","Ja (enbart digitalt)",2,4,1,4,1,1,1,1
"2021/03/22 3:29:46 pm CET","Över 65 år","Ja (papperstidning)",4,3,3,3,3,3,3,3
"2021/03/22 3:30:27 pm CET","Över 65 år","Ja (papperstidning)",3,5,4,4,1,2,1,4
"2021/03/22 3:30:55 pm CET","40-65 år","Ja (enbart digitalt)",1,4,1,3,1,1,1,1
"2021/03/22 3:31:39 pm CET","Över 65 år","Ja (enbart digitalt)",1,4,1,2,1,1,1,1
"2021/03/22 3:38:29 pm CET","30-39 år","Ja (enbart digitalt)",4,5,3,5,2,5,5,3
"2021/03/22 3:39:08 pm CET","Över 65 år","Ja (enbart digitalt)",2,4,2,4,1,1,2,1
"2021/03/22 3:39:25 pm CET","30-39 år","Ja (enbart digitalt)",1,3,1,1,1,1,1,1
"2021/03/22 3:39:35 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 3:39:49 pm CET","Under 30 år","Ja (enbart digitalt)",1,5,1,4,1,1,1,1
"2021/03/22 3:41:31 pm CET","Över 65 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 3:42:16 pm CET","40-65 år","Ja (enbart digitalt)",5,5,1,5,2,3,1,2
"2021/03/22 3:42:30 pm CET","40-65 år","Ja (enbart digitalt)",2,5,1,5,1,1,2,1
"2021/03/22 3:43:08 pm CET","Över 65 år","Ja (papperstidning)",3,4,1,5,1,3,3,4
"2021/03/22 3:48:09 pm CET","Under 30 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 3:49:06 pm CET","Över 65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 3:53:26 pm CET","40-65 år","Ja (papperstidning)",1,5,3,5,1,1,3,1
"2021/03/22 3:54:50 pm CET","40-65 år","Ja (enbart digitalt)",2,1,1,2,1,1,2,1
"2021/03/22 3:55:13 pm CET","40-65 år","Nej och har aldrig varit",1,2,1,2,1,1,1,1
"2021/03/22 3:55:49 pm CET","40-65 år","Ja (enbart digitalt)",1,4,1,3,1,1,1,1
"2021/03/22 3:55:59 pm CET","Över 65 år","Ja (enbart digitalt)",4,5,1,1,2,1,1,4
"2021/03/22 3:56:25 pm CET","40-65 år","Ja (enbart digitalt)",1,3,1,4,1,1,1,1
"2021/03/22 3:57:14 pm CET","Över 65 år","Ja (enbart digitalt)",1,2,1,4,1,1,1,1
"2021/03/22 4:00:36 pm CET","40-65 år","Ja (enbart digitalt)",1,5,1,1,1,1,1,1
"2021/03/22 4:01:54 pm CET","40-65 år","Ja (enbart digitalt)",1,5,1,5,1,1,1,1
"2021/03/22 4:03:18 pm CET","40-65 år","Ja (enbart digitalt)",1,3,2,4,1,1,1,1
"2021/03/22 4:03:36 pm CET","30-39 år","Ja (papperstidning)",1,1,1,1,1,1,1,1
"2021/03/22 4:03:46 pm CET","40-65 år","Ja (enbart digitalt)",1,2,2,2,1,2,1,2
"2021/03/22 4:03:59 pm CET","40-65 år","Ja (papperstidning)",4,4,4,3,2,4,2,5
"2021/03/22 4:05:44 pm CET","40-65 år","Ja (enbart digitalt)",1,4,1,4,1,1,1,1
"2021/03/22 4:07:34 pm CET","Över 65 år","Ja (enbart digitalt)",1,4,1,4,1,1,1,1
"2021/03/22 4:09:13 pm CET","Över 65 år","Ja (papperstidning)",4,5,2,3,1,1,1,4
"2021/03/22 4:11:10 pm CET","40-65 år","Ja (enbart digitalt)",1,2,1,1,1,1,1,1
"2021/03/22 4:11:26 pm CET","40-65 år","Ja (enbart digitalt)",1,5,2,5,1,1,2,1
"2021/03/22 4:11:28 pm CET","30-39 år","Ja (enbart digitalt)",2,3,1,4,1,2,2,2
"2021/03/22 4:12:44 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 4:12:49 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 4:12:49 pm CET","40-65 år","Ja (enbart digitalt)",3,3,4,5,3,3,3,3
"2021/03/22 4:13:43 pm CET","40-65 år","Ja (enbart digitalt)",1,5,3,4,1,1,3,1
"2021/03/22 4:16:39 pm CET","40-65 år","Ja (papperstidning)",3,5,3,4,1,2,3,2
"2021/03/22 4:17:47 pm CET","Över 65 år","Ja (papperstidning)",3,1,2,2,2,2,2,2
"2021/03/22 4:17:57 pm CET","40-65 år","Ja (enbart digitalt)",1,5,2,5,1,1,2,1
"2021/03/22 4:19:20 pm CET","40-65 år","Ja (enbart digitalt)",2,4,2,2,2,2,2,2
"2021/03/22 4:19:56 pm CET","40-65 år","Ja (enbart digitalt)",1,5,1,3,1,1,1,1
"2021/03/22 4:21:03 pm CET","40-65 år","Nej, men har varit förut",1,1,1,1,1,1,1,1
"2021/03/22 4:21:09 pm CET","Över 65 år","Ja (enbart digitalt)",2,2,3,4,2,2,2,2
"2021/03/22 4:23:37 pm CET","40-65 år","Ja (enbart digitalt)",2,4,2,4,1,2,2,2
"2021/03/22 4:24:36 pm CET","Över 65 år","Ja (enbart digitalt)",1,5,1,5,1,1,1,1
"2021/03/22 4:25:43 pm CET","40-65 år","Ja (enbart digitalt)",1,5,1,3,1,1,2,1
"2021/03/22 4:27:27 pm CET","40-65 år","Ja (enbart digitalt)",1,1,1,1,1,1,1,1
"2021/03/22 4:28:02 pm CET","Över 65 år","Ja (enbart digitalt)",1,1,1,4,1,1,1,1
"2021/03/22 4:28:20 pm CET","40-65 år","Ja (enbart digitalt)",2,5,2,5,1,1,2,2
